#Gumbel
#Console: python /galaxy/home/delphinel/miniconda3/envs/tnseq/bin/transit gumbel bedgraphs_no_mismatch/joined/blunt_SRR6289492_both.tab,bedgraphs_no_mismatch/joined/blunt_SRR6289493_both.tab,bedgraphs_no_mismatch/joined/blunt_SRR6289494_both.tab,bedgraphs_no_mismatch/joined/blunt_SRR6289495_both.tab,bedgraphs_no_mismatch/joined/blunt_SRR6289496_both.tab,bedgraphs_no_mismatch/joined/blunt_SRR6289497_both.tab,bedgraphs_no_mismatch/joined/blunt_SRR6289498_both.tab,bedgraphs_no_mismatch/joined/blunt_SRR6289499_both.tab,bedgraphs_no_mismatch/joined/blunt_SRR6289500_both.tab,bedgraphs_no_mismatch/joined/blunt_SRR6289501_both.tab,bedgraphs_no_mismatch/joined/blunt_SRR6289502_both.tab,bedgraphs_no_mismatch/joined/blunt_SRR6289503_both.tab,bedgraphs_no_mismatch/joined/blunt_SRR6289504_both.tab,bedgraphs_no_mismatch/joined/blunt_SRR6289505_both.tab NCTC8325.prot_table transit_no_mismatch/mean_all_blunt.tab -s 20000 -b 1000 -r Mean --no-norm
#Data: bedgraphs_no_mismatch/joined/blunt_SRR6289492_both.tab,bedgraphs_no_mismatch/joined/blunt_SRR6289493_both.tab,bedgraphs_no_mismatch/joined/blunt_SRR6289494_both.tab,bedgraphs_no_mismatch/joined/blunt_SRR6289495_both.tab,bedgraphs_no_mismatch/joined/blunt_SRR6289496_both.tab,bedgraphs_no_mismatch/joined/blunt_SRR6289497_both.tab,bedgraphs_no_mismatch/joined/blunt_SRR6289498_both.tab,bedgraphs_no_mismatch/joined/blunt_SRR6289499_both.tab,bedgraphs_no_mismatch/joined/blunt_SRR6289500_both.tab,bedgraphs_no_mismatch/joined/blunt_SRR6289501_both.tab,bedgraphs_no_mismatch/joined/blunt_SRR6289502_both.tab,bedgraphs_no_mismatch/joined/blunt_SRR6289503_both.tab,bedgraphs_no_mismatch/joined/blunt_SRR6289504_both.tab,bedgraphs_no_mismatch/joined/blunt_SRR6289505_both.tab
#Annotation path: NCTC8325.prot_table
#FDR Corrected thresholds: 0.993300, 0.045050
#MH Acceptance-Rate:	37.77%
#Total Iterations Performed:	20999
#Sample Size:	20000
#phi estimate:	0.249516
#Time: 804.361941099
#Orf	Name	Desc	k	n	r	s	zbar	Call
SAOUHSC_00223	SAOUHSC_00223	teichoic acid biosynthesis protein F%2C putative	5	105	71	706	0.999000	E
SAOUHSC_00225	ispD	4-diphosphocytidyl-2C-methyl-D-erythritol synthase%3B MEP cytidylyltransferase%3B MCT%3B catalyzes the formation of 4-diphosphocytidyl-2-C-methyl-D-erythritol from CTP and 2-C-methyl-D-erythritol 4-phosphate%3B involved in isoprenoid and isopentenyl-PP biosynthesis%3B forms homodimers	5	73	25	253	0.999750	E
SAOUHSC_00226	SAOUHSC_00226	conserved hypothetical protein	9	102	46	442	0.999900	E
SAOUHSC_00227	SAOUHSC_00227	conserved hypothetical protein	59	162	12	122	0.001150	NE
SAOUHSC_00228	SAOUHSC_00228	conserved hypothetical protein	136	163	4	31	0.000000	NE
SAOUHSC_00229	SAOUHSC_00229	involved in peptidoglycan cross-linking	54	66	3	17	0.000000	NE
SAOUHSC_00230	SAOUHSC_00230	two-component sensor histidine kinase%2C putative	100	148	5	92	0.000000	NE
SAOUHSC_00231	SAOUHSC_00231	two-component response regulator%2C putative	53	64	1	2	0.000100	NE
SAOUHSC_00232	SAOUHSC_00232	negatively regulates murein hydrolase activity	31	42	3	8	0.000000	NE
SAOUHSC_00233	SAOUHSC_00233	in conjunction with LrgA this protein inhibits the expression or activity of extracellular murein hydrolases	55	75	3	18	0.000000	NE
SAOUHSC_00234	SAOUHSC_00234	conserved hypothetical protein	50	69	4	16	0.000000	NE
SAOUHSC_00235	SAOUHSC_00235	conserved hypothetical protein	54	66	1	2	0.000000	NE
SAOUHSC_00236	SAOUHSC_00236	6-phospho-beta-glucosidase%2C putative	85	106	3	19	0.000000	NE
SAOUHSC_00237	SAOUHSC_00237	conserved hypothetical protein	49	65	2	17	0.000000	NE
SAOUHSC_00238	SAOUHSC_00238	-	15	19	2	8	-1.000000	S
SAOUHSC_00239	SAOUHSC_00239	ribokinase%2C putative	55	73	3	15	0.000000	NE
SAOUHSC_00240	SAOUHSC_00240	cytoplasmic mutarotase that catalyzes the conversion between beta-pyran and beta-furan forms of D-ribose%3B RbsD is required for efficient ribose utilization in E. coli%3B rbsD-mutant E. coli strains are unable to use ribose as a sole carbon source	24	33	4	51	0.000000	NE
SAOUHSC_00241	SAOUHSC_00241	conserved hypothetical protein	52	75	4	31	0.000000	NE
SAOUHSC_00242	SAOUHSC_00242	conserved hypothetical protein	63	81	3	29	0.000000	NE
SAOUHSC_00243	SAOUHSC_00243	NADH dehydrogenase subunit%2C putative	13	23	5	32	0.000000	NE
SAOUHSC_00244	SAOUHSC_00244	conserved hypothetical protein	31	37	1	2	0.000000	NE
SAOUHSC_00246	SAOUHSC_00246	drug transporter%2C putative	100	118	2	5	0.000000	NE
SAOUHSC_00247	SAOUHSC_00247	conserved hypothetical protein	66	86	4	41	0.000000	NE
SAOUHSC_00248	SAOUHSC_00248	peptidoglycan hydrolase%2C putative	68	82	2	12	0.000000	NE
SAOUHSC_00249	SAOUHSC_00249	conserved hypothetical protein	53	64	3	23	0.000000	NE
SAOUHSC_00250	SAOUHSC_00250	conserved hypothetical protein	85	101	4	37	0.000000	NE
SAOUHSC_00251	SAOUHSC_00251	conserved hypothetical protein	102	122	2	16	0.000000	NE
SAOUHSC_00253	SAOUHSC_00253	conserved hypothetical protein	105	141	4	45	0.000000	NE
SAOUHSC_00254	SAOUHSC_00254	conserved hypothetical protein	60	80	3	10	0.000000	NE
SAOUHSC_00255	SAOUHSC_00255	conserved hypothetical protein	65	77	2	5	0.000000	NE
SAOUHSC_00256	SAOUHSC_00256	conserved hypothetical protein	51	65	3	64	0.000000	NE
SAOUHSC_00257	SAOUHSC_00257	conserved hypothetical protein	12	14	1	2	0.000000	NE
SAOUHSC_00258	SAOUHSC_00258	conserved hypothetical protein	213	274	3	37	0.000000	NE
SAOUHSC_00259	SAOUHSC_00259	conserved hypothetical protein	24	32	3	46	0.000000	NE
SAOUHSC_00260	SAOUHSC_00260	conserved hypothetical protein	23	28	3	17	0.000000	NE
SAOUHSC_00261	SAOUHSC_00261	conserved hypothetical protein	98	126	2	54	0.000100	NE
SAOUHSC_00262	SAOUHSC_00262	conserved hypothetical protein	298	375	4	23	0.000000	NE
SAOUHSC_00264	SAOUHSC_00264	conserved hypothetical protein	24	32	2	23	0.000000	NE
SAOUHSC_00265	SAOUHSC_00265	conserved hypothetical protein	19	23	2	9	0.000000	NE
SAOUHSC_00266	SAOUHSC_00266	conserved hypothetical protein	46	65	4	32	0.000000	NE
SAOUHSC_00267	SAOUHSC_00267	conserved hypothetical protein	17	23	3	89	0.000000	NE
SAOUHSC_00268	SAOUHSC_00268	conserved hypothetical protein	124	147	3	49	0.000000	NE
SAOUHSC_00269	SAOUHSC_00269	conserved hypothetical protein	49	56	3	12	0.000000	NE
SAOUHSC_00270	SAOUHSC_00270	conserved hypothetical protein	74	85	1	2	0.004700	NE
SAOUHSC_00271	SAOUHSC_00271	conserved hypothetical protein	66	84	2	13	0.000000	NE
SAOUHSC_00272	SAOUHSC_00272	conserved hypothetical protein	20	27	3	34	0.000000	NE
SAOUHSC_00274	SAOUHSC_00274	conserved hypothetical protein	38	46	2	4	0.000000	NE
SAOUHSC_00275	SAOUHSC_00275	conserved hypothetical protein	52	56	1	2	0.000000	NE
SAOUHSC_00276	SAOUHSC_00276	conserved hypothetical protein	46	50	1	2	0.000150	NE
SAOUHSC_00277	SAOUHSC_00277	conserved hypothetical protein	46	50	3	33	0.000000	NE
SAOUHSC_00278	SAOUHSC_00278	conserved hypothetical protein	39	44	2	9	0.000000	NE
SAOUHSC_00279	SAOUHSC_00279	conserved hypothetical protein	41	43	1	2	0.000000	NE
SAOUHSC_00280	SAOUHSC_00280	conserved hypothetical protein	36	42	2	5	0.000000	NE
SAOUHSC_00281	SAOUHSC_00281	conserved hypothetical protein	74	93	3	23	0.000000	NE
SAOUHSC_00282	SAOUHSC_00282	branched-chain amino acid transport system II carrier protein	106	123	2	20	0.000000	NE
SAOUHSC_00284	SAOUHSC_00284	5'-nucleotidase%2C lipoprotein e(P4) family	63	84	4	45	0.000000	NE
SAOUHSC_00285	SAOUHSC_00285	conserved hypothetical protein	70	91	4	30	0.000000	NE
SAOUHSC_00287	SAOUHSC_00287	ABC transporter%2C ATP-binding protein%2C putative	51	60	3	20	0.000000	NE
SAOUHSC_00289	SAOUHSC_00289	-	14	19	1	2	-1.000000	S
SAOUHSC_00290	SAOUHSC_00290	conserved hypothetical protein	77	94	3	20	0.000000	NE
SAOUHSC_00291	SAOUHSC_00291	pfkB family carbohydrate kinase family%2C putative	78	100	2	11	0.000000	NE
SAOUHSC_00292	SAOUHSC_00292	conserved hypothetical protein	49	69	4	43	0.000000	NE
SAOUHSC_00293	SAOUHSC_00293	conserved hypothetical protein	101	123	3	25	0.000000	NE
SAOUHSC_00294	SAOUHSC_00294	conserved hypothetical protein	118	141	1	2	0.493200	U
SAOUHSC_00295	SAOUHSC_00295	catalyzes the formation of pyruvate and N-acetylmannosamine from N-acetylneuraminic acid	50	64	2	5	0.000000	NE
SAOUHSC_00296	SAOUHSC_00296	ROK family protein	63	71	2	25	0.000000	NE
SAOUHSC_00297	SAOUHSC_00297	conserved hypothetical protein	57	73	3	25	0.000000	NE
SAOUHSC_00298	SAOUHSC_00298	Converts N-acetylmannosamine-6-phosphate to N-acetylglucosamine-6-phosphate	43	53	2	24	0.000000	NE
SAOUHSC_00299	SAOUHSC_00299	conserved hypothetical protein	96	120	3	29	0.000000	NE
SAOUHSC_00300	SAOUHSC_00300	lipase precursor	125	159	7	65	0.000000	NE
SAOUHSC_00301	SAOUHSC_00301	conserved hypothetical protein	58	74	3	18	0.000000	NE
SAOUHSC_00302	SAOUHSC_00302	conserved hypothetical protein	68	80	2	10	0.000000	NE
SAOUHSC_00303	SAOUHSC_00303	-	8	10	1	2	-1.000000	S
SAOUHSC_00304	SAOUHSC_00304	conserved hypothetical protein	78	90	3	36	0.000000	NE
SAOUHSC_00305	SAOUHSC_00305	conserved hypothetical protein	14	21	2	54	0.000000	NE
SAOUHSC_00306	SAOUHSC_00306	conserved hypothetical protein	53	63	1	2	0.000050	NE
SAOUHSC_00307	SAOUHSC_00307	conserved hypothetical protein	61	73	2	12	0.000000	NE
SAOUHSC_00308	SAOUHSC_00308	conserved hypothetical protein	64	92	3	25	0.000000	NE
SAOUHSC_00309	SAOUHSC_00309	conserved hypothetical protein	52	74	5	37	0.000000	NE
SAOUHSC_00310	ulaA	membrane component%3B functions with enzymes IIB (sgaB%3B ulaB) and IIA (sgaA%3B ulaC) enzyme I and HPr for anaerobic utilization and uptake of L-ascorbate%3B sgaTBA are regulated by yifQ as well as Crp and Fnr	89	120	3	47	0.000000	NE
SAOUHSC_00311	SAOUHSC_00311	conserved hypothetical protein	20	25	1	2	0.000000	NE
SAOUHSC_00312	SAOUHSC_00312	conserved hypothetical protein	23	32	2	8	0.000000	NE
SAOUHSC_00313	SAOUHSC_00313	conserved hypothetical protein	139	169	2	12	0.000000	NE
SAOUHSC_00314	SAOUHSC_00314	conserved hypothetical protein	30	36	2	29	0.000000	NE
SAOUHSC_00315	SAOUHSC_00315	conserved hypothetical protein	118	140	4	49	0.000000	NE
SAOUHSC_00316	SAOUHSC_00316	conserved hypothetical protein	32	44	2	14	0.000000	NE
SAOUHSC_00317	SAOUHSC_00317	glycerol-3-phosphate transporter	101	123	2	11	0.000000	NE
SAOUHSC_00318	SAOUHSC_00318	conserved hypothetical protein	61	83	3	48	0.000000	NE
SAOUHSC_00319	SAOUHSC_00319	conserved hypothetical protein	56	79	3	14	0.000000	NE
SAOUHSC_00320	SAOUHSC_00320	NADPH-dependent FMN reductase%2C putative	32	42	3	36	0.000000	NE
SAOUHSC_00322	SAOUHSC_00322	conserved hypothetical protein	80	107	4	31	0.000000	NE
SAOUHSC_00323	SAOUHSC_00323	conserved hypothetical protein	28	35	2	7	0.000000	NE
SAOUHSC_00324	SAOUHSC_00324	ribosomal-protein-serine acetyltransferase%2C putative	35	42	2	20	0.000000	NE
SAOUHSC_00325	SAOUHSC_00325	conserved hypothetical protein	55	70	3	37	0.000000	NE
SAOUHSC_00326	SAOUHSC_00326	conserved hypothetical protein	76	103	3	20	0.000000	NE
SAOUHSC_00327	SAOUHSC_00327	conserved hypothetical protein	123	161	2	8	0.000000	NE
SAOUHSC_00328	SAOUHSC_00328	conserved hypothetical protein	51	58	1	2	0.000100	NE
SAOUHSC_00329	SAOUHSC_00329	mttA/Hcf106 family protein-related protein	11	17	2	8	0.000000	NE
SAOUHSC_00330	SAOUHSC_00330	conserved hypothetical protein	24	27	2	13	0.000000	NE
SAOUHSC_00331	SAOUHSC_00331	conserved hypothetical protein	6	12	3	14	0.000000	NE
SAOUHSC_00332	SAOUHSC_00332	conserved hypothetical protein	66	80	2	24	0.000000	NE
SAOUHSC_00333	SAOUHSC_00333	ABC transporter%2C ATP-binding protein%2C putative	63	78	3	21	0.000000	NE
SAOUHSC_00334	SAOUHSC_00334	conserved hypothetical protein	60	75	2	11	0.000000	NE
SAOUHSC_00335	SAOUHSC_00335	conserved hypothetical protein	104	122	2	10	0.000000	NE
SAOUHSC_00336	SAOUHSC_00336	acetyl-CoA acetyltransferase%2C putative	12	92	27	330	1.000000	E
SAOUHSC_00337	SAOUHSC_00337	conserved hypothetical protein	46	54	1	2	0.000000	NE
SAOUHSC_00338	SAOUHSC_00338	catalyzes the transfer of a methyl group from 5-methyltetrahydrofolate to homocysteine to form methionine	136	181	6	90	0.000000	NE
SAOUHSC_00339	SAOUHSC_00339	catalyzes the formation of 5%2C10-methylenetetrahydrofolate from 5-methyltetrahydrofolate and S-adenosyl-L-homocysteine and methionine from S-adenosyl-L-methionine and L-homocysteine%3B expressed in B. subtilis under methionine starvation conditions	113	147	4	38	0.000000	NE
SAOUHSC_00340	SAOUHSC_00340	trans-sulfuration enzyme family protein	57	78	3	23	0.000000	NE
SAOUHSC_00341	SAOUHSC_00341	conserved hypothetical protein	68	94	5	46	0.000000	NE
SAOUHSC_00342	SAOUHSC_00342	chromosome partioning protein%2C ParB family%2C putative	51	65	2	8	0.000000	NE
SAOUHSC_00344	SAOUHSC_00344	conserved hypothetical protein	83	96	3	28	0.000000	NE
SAOUHSC_00345	SAOUHSC_00345	conserved hypothetical protein	4	16	5	35	0.000050	NE
SAOUHSC_00346	ychF	translation-associated GTPase%3B the crystal structure of the Haemophilus influenzae YchF protein showed similarity to the yeast structure (PDB: 1NI3)%3B fluorescence spectroscopy revealed nucleic acid binding%3B the yeast protein YBR025c interacts with the translation elongation factor eEF1	70	101	3	23	0.000000	NE
SAOUHSC_00347	SAOUHSC_00347	conserved hypothetical protein	13	17	2	11	0.000000	NE
SAOUHSC_00348	rpsF	binds cooperatively with S18 to the S15-16S complex%2C allowing platform assembly to continue with S11 and S21	5	24	12	149	0.138350	U
SAOUHSC_00349	SAOUHSC_00349	bacteriophage L54a%2C single-stranded DNA binding protein	0	36	36	499	1.000000	E
SAOUHSC_00350	rpsR	binds as a heterodimer with protein S6 to the central domain of the 16S rRNA%3B helps stabilize the platform of the 30S subunit	3	25	21	181	1.000000	E
SAOUHSC_00351	SAOUHSC_00351	conserved hypothetical protein	81	100	3	45	0.000000	NE
SAOUHSC_00352	SAOUHSC_00352	integrase-like protein	27	36	3	26	0.000000	NE
SAOUHSC_00353	SAOUHSC_00353	conserved hypothetical protein	11	17	4	21	-1.000000	S
SAOUHSC_00354	SAOUHSC_00354	conserved hypothetical protein	51	62	3	20	0.000000	NE
SAOUHSC_00355	SAOUHSC_00355	conserved hypothetical protein	30	36	2	17	0.000000	NE
SAOUHSC_00356	SAOUHSC_00356	conserved hypothetical protein	29	41	3	20	0.000000	NE
SAOUHSC_00357	SAOUHSC_00357	conserved hypothetical protein	20	26	2	9	0.000000	NE
SAOUHSC_00358	SAOUHSC_00358	conserved hypothetical protein	22	27	2	8	0.000000	NE
SAOUHSC_00359	SAOUHSC_00359	phosphoglycerate mutase family protein	35	44	2	7	0.000000	NE
SAOUHSC_00360	SAOUHSC_00360	conserved hypothetical protein	29	37	2	11	0.000000	NE
SAOUHSC_00362	SAOUHSC_00362	conserved hypothetical protein	47	62	3	50	0.000000	NE
SAOUHSC_00363	SAOUHSC_00363	conserved hypothetical protein	31	34	1	2	0.000000	NE
SAOUHSC_00364	SAOUHSC_00364	alkyl hydroperoxide reductase%2C subunit F%2C putative	75	106	4	56	0.000000	NE
SAOUHSC_00365	SAOUHSC_00365	alkyl hydroperoxide reductase	31	45	3	21	0.000000	NE
SAOUHSC_00366	SAOUHSC_00366	NAD(P)H-flavin oxidoreductase%2C putative	37	56	4	60	0.000000	NE
SAOUHSC_00367	SAOUHSC_00367	conserved hypothetical protein	81	104	3	38	0.000000	NE
SAOUHSC_00368	SAOUHSC_00368	conserved hypothetical protein	8	8	0	0	-1.000000	S
SAOUHSC_00369	SAOUHSC_00369	conserved hypothetical protein	34	53	5	91	0.000000	NE
SAOUHSC_00370	SAOUHSC_00370	conserved hypothetical protein	44	61	2	7	0.000000	NE
SAOUHSC_00371	SAOUHSC_00371	conserved hypothetical protein	29	39	3	25	0.000000	NE
SAOUHSC_00372	SAOUHSC_00372	Catalyzes the transfer of the phosphoribosyl moiety from 5-phospho--D-ribosyl-1-pyrophosphate (PRib-PP) to the 6-oxo-guanine and -xanthine	22	38	4	63	0.000000	NE
SAOUHSC_00373	SAOUHSC_00373	xanthine permease%2C putative	98	132	4	40	0.000000	NE
SAOUHSC_00374	SAOUHSC_00374	inosine-5'-monophosphate dehydrogenase	31	126	12	124	0.001550	NE
SAOUHSC_00375	guaA	contains glutamine-hydrolyzing domain and glutamine amidotransferase%3B GMP-binding domain%3B functions to produce GMP from XMP in the IMP pathway	3	122	104	1280	0.999950	E
SAOUHSC_00376	SAOUHSC_00376	conserved hypothetical protein	50	67	6	56	0.000000	NE
SAOUHSC_00377	SAOUHSC_00377	conserved hypothetical protein	55	81	3	21	0.000000	NE
SAOUHSC_00378	SAOUHSC_00378	conserved hypothetical protein	19	25	1	2	0.000000	NE
SAOUHSC_00381	SAOUHSC_00381	conserved hypothetical protein	31	39	3	25	0.000000	NE
SAOUHSC_00381a	SAOUHSC_00381a	-	8	10	2	29	-1.000000	S
SAOUHSC_00382	SAOUHSC_00382	conserved hypothetical protein	61	74	2	15	0.000000	NE
SAOUHSC_00383	SAOUHSC_00383	these proteins share structural homology to known superantigen proteins but do not exhibit any of the properties expected such as histocompatibility complex class II binding or broad T-cell activation	46	64	4	40	0.000000	NE
SAOUHSC_00384	SAOUHSC_00384	these proteins share structural homology to known superantigen proteins but do not exhibit any of the properties expected such as histocompatibility complex class II binding or broad T-cell activation	67	79	2	13	0.000000	NE
SAOUHSC_00386	SAOUHSC_00386	these proteins share structural homology to known superantigen proteins but do not exhibit any of the properties expected such as histocompatibility complex class II binding or broad T-cell activation	67	86	2	27	0.000000	NE
SAOUHSC_00387	SAOUHSC_00387	conserved hypothetical protein	9	11	1	2	-1.000000	S
SAOUHSC_00389	SAOUHSC_00389	these proteins share structural homology to known superantigen proteins but do not exhibit any of the properties expected such as histocompatibility complex class II binding or broad T-cell activation	58	74	2	16	0.000000	NE
SAOUHSC_00390	SAOUHSC_00390	SSL5%2C SET3%2C SET10%3B bind P-selectin glycoprotein ligand-1 and inhibit P-selectin-mediated neutrophil rolling along the endothelium%3B these proteins share structural homology to known superantigens but do not exhibit any of the properties expected such as histocompatibility complex class II binding or broad T-cell activation	59	70	3	15	0.000000	NE
SAOUHSC_00391	SAOUHSC_00391	these proteins share structural homology to known superantigen proteins but do not exhibit any of the properties expected such as histocompatibility complex class II binding or broad T-cell activation	57	70	2	24	0.000000	NE
SAOUHSC_00392	SAOUHSC_00392	SSL7%2C SET1%3B blocks IgA-FcR interactions and inhibits complement%2C leading to increased survival of a sensitive bacterium in blood	55	68	2	40	0.000000	NE
SAOUHSC_00393	SAOUHSC_00393	these proteins share structural homology to known superantigen proteins but do not exhibit any of the properties expected such as histocompatibility complex class II binding or broad T-cell activation	53	69	3	49	0.000000	NE
SAOUHSC_00394	SAOUHSC_00394	these proteins share structural homology to known superantigen proteins but do not exhibit any of the properties expected such as histocompatibility complex class II binding or broad T-cell activation	54	70	4	50	0.000000	NE
SAOUHSC_00395	SAOUHSC_00395	these proteins share structural homology to known superantigen proteins but do not exhibit any of the properties expected such as histocompatibility complex class II binding or broad T-cell activation	56	67	2	8	0.000000	NE
SAOUHSC_00396	SAOUHSC_00396	conserved hypothetical protein	2	5	2	11	-1.000000	S
SAOUHSC_00397	SAOUHSC_00397	type I restriction-modification system%2C M subunit	90	107	2	8	0.000000	NE
SAOUHSC_00398	SAOUHSC_00398	restriction modification system specificity subunit%2C putative	101	123	2	16	0.000000	NE
SAOUHSC_00399	SAOUHSC_00399	these proteins share structural homology to known superantigen proteins but do not exhibit any of the properties expected such as histocompatibility complex class II binding or broad T-cell activation	67	77	2	4	0.000000	NE
SAOUHSC_00400	SAOUHSC_00400	conserved hypothetical protein	106	132	3	20	0.000000	NE
SAOUHSC_00401	SAOUHSC_00401	conserved hypothetical protein	23	28	1	2	0.000000	NE
SAOUHSC_00402	SAOUHSC_00402	conserved hypothetical protein	62	74	2	20	0.000000	NE
SAOUHSC_00404	SAOUHSC_00404	conserved hypothetical protein	60	69	3	31	0.000000	NE
SAOUHSC_00405	SAOUHSC_00405	conserved hypothetical protein	55	75	3	18	0.000000	NE
SAOUHSC_00406	SAOUHSC_00406	conserved hypothetical protein	107	125	2	17	0.000000	NE
SAOUHSC_00407	SAOUHSC_00407	conserved hypothetical protein	24	29	1	2	0.000000	NE
SAOUHSC_00408	SAOUHSC_00408	conserved hypothetical protein	24	30	2	23	0.000000	NE
SAOUHSC_00409	SAOUHSC_00409	conserved hypothetical protein	29	30	1	2	0.000000	NE
SAOUHSC_00410	SAOUHSC_00410	conserved hypothetical protein	67	89	3	23	0.000000	NE
SAOUHSC_00411	SAOUHSC_00411	conserved hypothetical protein	10	11	1	2	-1.000000	S
SAOUHSC_00412	SAOUHSC_00412	Catalyzes the transfer of electrons from NADH to ubiquinone	7	136	81	938	1.000000	E
SAOUHSC_00413	SAOUHSC_00413	conserved hypothetical protein	3	184	97	1548	0.497250	U
SAOUHSC_00414	SAOUHSC_00414	conserved hypothetical protein	6	33	19	178	0.946700	U
SAOUHSC_00415	SAOUHSC_00415	conserved hypothetical protein	47	61	6	54	0.000000	NE
SAOUHSC_00416	SAOUHSC_00416	conserved hypothetical protein	53	66	3	23	0.000000	NE
SAOUHSC_00417	SAOUHSC_00417	conserved hypothetical protein	50	60	3	35	0.000000	NE
SAOUHSC_00418	SAOUHSC_00418	conserved hypothetical protein	8	9	1	2	-1.000000	S
SAOUHSC_00420	SAOUHSC_00420	conserved hypothetical protein	81	135	3	49	0.000000	NE
SAOUHSC_00421	SAOUHSC_00421	conserved hypothetical protein	61	75	2	12	0.000000	NE
SAOUHSC_00422	SAOUHSC_00422	trans-sulfuration enzyme family protein%2C putative	75	94	3	42	0.000000	NE
SAOUHSC_00423	SAOUHSC_00423	conserved hypothetical protein	60	77	3	53	0.000000	NE
SAOUHSC_00424	SAOUHSC_00424	ABC transporter%2C permease protein%2C putative	58	72	2	14	0.000000	NE
SAOUHSC_00426	SAOUHSC_00426	ABC transporter%2C substrate-binding protein%2C putative	51	73	4	31	0.000000	NE
SAOUHSC_00427	SAOUHSC_00427	autolysin precursor%2C putative	93	109	2	7	0.000000	NE
SAOUHSC_00428	SAOUHSC_00428	conserved hypothetical protein	22	29	2	8	0.000000	NE
SAOUHSC_00429	SAOUHSC_00429	MutT/nudix family protein%2C putative	26	33	2	11	0.000000	NE
SAOUHSC_00430	SAOUHSC_00430	conserved hypothetical protein	29	42	3	45	0.000000	NE
SAOUHSC_00431	SAOUHSC_00431	conserved hypothetical protein	51	74	5	48	0.000000	NE
SAOUHSC_00433	SAOUHSC_00433	conserved hypothetical protein	93	113	2	5	0.000000	NE
SAOUHSC_00434	SAOUHSC_00434	transcriptional regulator%2C lysR family%2C putative	76	92	2	14	0.000000	NE
SAOUHSC_00435	SAOUHSC_00435	glutamate synthase%2C large subunit%2C putative	267	354	4	58	0.000000	NE
SAOUHSC_00436	gltD	glutamate synthase is composed of subunits alpha and beta%3B beta subunit is a flavin adenine dinucleotide-NADPH dependent oxidoreductase%3B provides electrons to the alpha subunit%2C which binds L-glutamine and 2-oxoglutarate and forms L-glutamate	96	124	3	23	0.000000	NE
SAOUHSC_00437	SAOUHSC_00437	conserved hypothetical protein	90	117	5	67	0.000000	NE
SAOUHSC_00438	SAOUHSC_00438	alpha amylase family protein%2C putative	92	130	3	47	0.000000	NE
SAOUHSC_00439	SAOUHSC_00439	conserved hypothetical protein	46	54	2	17	0.000000	NE
SAOUHSC_00440	SAOUHSC_00440	conserved hypothetical protein	5	6	1	2	-1.000000	S
SAOUHSC_00441	SAOUHSC_00441	conserved hypothetical protein	38	48	2	31	0.000000	NE
SAOUHSC_00442	SAOUHSC_00442	DNA polymerase III%2C gamma and tau subunits%2C putative	3	121	91	1286	0.556350	U
SAOUHSC_00444	SAOUHSC_00444	conserved hypothetical protein	0	19	19	217	1.000000	E
SAOUHSC_00445	recR	involved in a recombinational process of DNA repair%2C independent of the recBC complex	30	56	6	54	0.000000	NE
SAOUHSC_00446	SAOUHSC_00446	-	7	10	1	2	-1.000000	S
SAOUHSC_00450	SAOUHSC_00450	Orn/Lys/Arg decarboxylase%2C putative	73	120	5	33	0.000000	NE
SAOUHSC_00451	tmk	catalyzes the reversible phosphoryl transfer from adenosine triphosphate (ATP) to thymidine monophosphate (dTMP) to form thymidine diphosphate (dTDP)	2	56	41	400	1.000000	E
SAOUHSC_00452	SAOUHSC_00452	conserved hypothetical protein	18	25	2	30	0.000000	NE
SAOUHSC_00454	SAOUHSC_00454	DNA polymerase III%2C delta prime subunit%2C putative	5	80	49	515	1.000000	E
SAOUHSC_00455	SAOUHSC_00455	conserved hypothetical protein	53	81	7	49	0.000000	NE
SAOUHSC_00456	SAOUHSC_00456	in Bacillus subtilis this protein is involved in the negative regulation of DNA replication initiation%3B interacts with DnaN and DnaA	18	23	1	2	0.000000	NE
SAOUHSC_00457	SAOUHSC_00457	conserved hypothetical protein	44	60	2	11	0.000000	NE
SAOUHSC_00458	SAOUHSC_00458	conserved hypothetical protein	18	26	4	37	0.000000	NE
SAOUHSC_00459	SAOUHSC_00459	conserved hypothetical protein	62	81	2	7	0.000000	NE
SAOUHSC_00461	SAOUHSC_00461	methionine--tRNA ligase%3B MetRS%3B adds methionine to tRNA(Met) with cleavage of ATP to AMP and diphosphate%3B some MetRS enzymes form dimers depending on a C-terminal domain that is also found in other proteins such as Trbp111 in Aquifex aeolicus and the cold-shock protein CsaA from Bacillus subtilis while others do not%3B four subfamilies exist based on sequence motifs and zinc content	13	184	85	953	1.000000	E
SAOUHSC_00462	SAOUHSC_00462	conserved hypothetical protein	41	58	3	67	0.000000	NE
SAOUHSC_00463	SAOUHSC_00463	conserved hypothetical protein	30	43	5	38	0.000000	NE
SAOUHSC_00464	ksgA	catalyzes the transfer of a total of four methyl groups from S-adenosyl-l-methionine (S-AdoMet) to two adjacent adenosine bases A1518 and A1519 in 16S rRNA%3B mutations in ksgA causes resistance to the translation initiation inhibitor kasugamycin	56	80	3	19	0.000000	NE
SAOUHSC_00465	SAOUHSC_00465	conserved hypothetical protein	13	16	1	2	0.000000	NE
