#Tn5 Gaps
#Console: python /galaxy/home/delphinel/miniconda3/envs/tnseq/bin/transit tn5gaps bedgraphs/ERR2249109_1_BW25113.wig,bedgraphs/ERR2249110_1_BW25113.wig,bedgraphs/ERR2249111_1_BW25113.wig,bedgraphs/ERR2249112_1_BW25113.wig BW25113.prot_table transit_res/sum_all_1_BW25113.tab -r Sum
#Data: bedgraphs/ERR2249109_1_BW25113.wig,bedgraphs/ERR2249110_1_BW25113.wig,bedgraphs/ERR2249111_1_BW25113.wig,bedgraphs/ERR2249112_1_BW25113.wig
#Annotation path: BW25113.prot_table
#Time: 126.894939184
#Essential gene count: 455
#Minimum reads: 1
#Replicate combination method: Sum
#Minimum significant run length: 80
#Expected run length: 5.13993
#Expected max run length: 59.4475978239
#Orf	Name	Desc	k	n	r	ovr	lenovr	pval	padj	call
BW25113_0290	ecpD	putative receptor	375	1641	42	42	42	1.00000	1.00000	Non-essential
BW25113_0291	ecpC	putative enzyme	638	2523	41	41	41	1.00000	1.00000	Non-essential
BW25113_0292	ecpB	-	162	666	20	20	20	1.00000	1.00000	Non-essential
BW25113_0293	ecpA	-	208	585	17	17	17	1.00000	1.00000	Non-essential
BW25113_0294	ecpR	putative regulator	163	588	53	53	53	0.94850	1.00000	Non-essential
BW25113_0295	ykgL	-	87	225	14	14	14	1.00000	1.00000	Non-essential
BW25113_0296	ykgM	-	77	261	15	15	15	1.00000	1.00000	Non-essential
BW25113_0298	insE1	-	107	297	11	11	11	1.00000	1.00000	Non-essential
BW25113_0299	insF1	-	372	864	29	29	29	1.00000	1.00000	Non-essential
BW25113_0301	rclC	-	293	591	12	12	12	1.00000	1.00000	Non-essential
BW25113_0303	rclB	the overlapping ORF b0302 on the opposite strand is no longer thought to be an actual gene%2C and has been deaccessioned	47	234	36	36	36	1.00000	1.00000	Non-essential
BW25113_0304	rclA	putative oxidoreductase	657	1323	34	34	34	1.00000	1.00000	Non-essential
BW25113_0305	rclR	putative ARAC-type regulatory protein	374	852	20	20	20	1.00000	1.00000	Non-essential
BW25113_0306	ykgE	putative dehydrogenase subunit	280	717	29	29	29	1.00000	1.00000	Non-essential
BW25113_0307	ykgF	-	343	1425	43	43	43	1.00000	1.00000	Non-essential
BW25113_0308	ykgG	putative transporter	223	693	27	27	41	1.00000	1.00000	Non-essential
BW25113_0310	ykgH	-	104	666	45	45	45	1.00000	1.00000	Non-essential
BW25113_0311	betA	-	390	1668	31	31	31	1.00000	1.00000	Non-essential
BW25113_0312	betB	NAD+-dependent betaine aldehyde dehydrogenase	281	1470	48	48	48	0.99995	1.00000	Non-essential
BW25113_0313	betI	probably transcriptional repressor of bet genes	113	585	40	40	40	1.00000	1.00000	Non-essential
BW25113_0314	betT	high-affinity choline transport	499	2031	29	29	29	1.00000	1.00000	Non-essential
BW25113_0315	yahA	-	566	1086	10	10	10	1.00000	1.00000	Non-essential
BW25113_0316	yahB	putative transcriptional regulator LYSR-type	371	930	33	33	33	1.00000	1.00000	Non-essential
BW25113_0317	yahC	-	150	495	43	43	43	1.00000	1.00000	Non-essential
BW25113_0318	yahD	putative transcription factor	255	603	17	17	17	1.00000	1.00000	Non-essential
BW25113_0319	yahE	-	385	861	22	22	22	1.00000	1.00000	Non-essential
BW25113_0320	yahF	putative oxidoreductase subunit	317	1545	34	34	34	1.00000	1.00000	Non-essential
BW25113_0321	yahG	-	250	1416	43	43	43	1.00000	1.00000	Non-essential
BW25113_0323	yahI	putative kinase	164	948	40	40	40	1.00000	1.00000	Non-essential
BW25113_0324	yahJ	putative deaminase	281	1380	43	43	43	1.00000	1.00000	Non-essential
BW25113_0325	yahK	putative oxidoreductase	318	1047	27	27	27	1.00000	1.00000	Non-essential
BW25113_0326	yahL	-	264	813	36	36	36	1.00000	1.00000	Non-essential
BW25113_0327	yahM	-	87	243	9	9	9	1.00000	1.00000	Non-essential
BW25113_0328	yahN	putative cytochrome subunit of dehydrogenase	252	669	25	25	25	1.00000	1.00000	Non-essential
BW25113_0329	yahO	-	67	273	47	47	47	1.00000	1.00000	Non-essential
BW25113_0330	prpR	regulator for prp operon	293	1584	29	29	29	1.00000	1.00000	Non-essential
BW25113_0331	prpB	putative phosphonomutase 2	173	888	29	29	29	1.00000	1.00000	Non-essential
BW25113_0333	prpC	putative citrate synthase%3B propionate metabolism?	224	1167	35	35	35	1.00000	1.00000	Non-essential
BW25113_0334	prpD	-	266	1449	42	42	42	1.00000	1.00000	Non-essential
BW25113_0335	prpE	putative propionyl-CoA synthetase	347	1884	40	40	40	1.00000	1.00000	Non-essential
BW25113_0336	codB	cytosine permease/transport	256	1257	38	38	38	1.00000	1.00000	Non-essential
BW25113_0337	codA	-	266	1281	34	34	34	1.00000	1.00000	Non-essential
BW25113_0338	cynR	cyn operon positive regulator	146	897	59	59	59	0.50495	1.00000	Non-essential
BW25113_0339	cynT	-	116	657	28	28	28	1.00000	1.00000	Non-essential
BW25113_0340	cynS	cyanate aminohydrolase%2C cyanase	98	468	32	32	32	1.00000	1.00000	Non-essential
BW25113_0341	cynX	cyanate transport	305	1152	18	18	18	1.00000	1.00000	Non-essential
BW25113_0342	lacA	-	305	609	20	20	20	1.00000	1.00000	Non-essential
BW25113_0343	lacY	galactoside permease (lactose permease%2C M protein) (MFS family)	610	1251	13	13	13	1.00000	1.00000	Non-essential
BW25113_0345	lacI	transcriptional repressor of the lac operon	246	1080	33	33	33	1.00000	1.00000	Non-essential
BW25113_0346	mhpR	transcriptional regulator for mhp operon	159	831	39	39	39	1.00000	1.00000	Non-essential
BW25113_0347	mhpA	-	342	1662	30	30	30	1.00000	1.00000	Non-essential
BW25113_0348	mhpB	-	194	942	47	47	47	1.00000	1.00000	Non-essential
BW25113_0350	mhpD	-	163	807	23	23	23	1.00000	1.00000	Non-essential
BW25113_0351	mhpF	acetaldehyde dehydrogenase	178	948	31	31	31	1.00000	1.00000	Non-essential
BW25113_0352	mhpE	4-hydroxy-2-ketovalerate aldolase	197	1011	29	29	36	1.00000	1.00000	Non-essential
BW25113_0353	mhpT	putative transport protein	231	1209	45	45	45	1.00000	1.00000	Non-essential
BW25113_0354	yaiL	-	142	537	21	21	21	1.00000	1.00000	Non-essential
BW25113_0355	frmB	putative S-formylglutathione hydrolase	189	831	46	46	46	1.00000	1.00000	Non-essential
BW25113_0356	frmA	alcohol dehydrogenase class III%3B formaldehyde dehydrogenase%2C glutathione-dependent	234	1107	38	38	38	1.00000	1.00000	Non-essential
BW25113_0357	frmR	repressor of frmRAB	49	273	28	28	28	1.00000	1.00000	Non-essential
BW25113_0358	yaiO	-	331	771	16	19	23	1.00000	1.00000	Non-essential
BW25113_0360	insC1	-	175	363	21	21	21	1.00000	1.00000	Non-essential
BW25113_0361	insD1	-	461	903	10	10	10	1.00000	1.00000	Non-essential
BW25113_0363	yaiP	polysaccharide metabolism	558	1194	18	18	18	1.00000	1.00000	Non-essential
BW25113_0364	yaiS	-	187	555	24	24	24	1.00000	1.00000	Non-essential
BW25113_0365	tauA	taurine transport system periplasmic protein	243	960	26	26	26	1.00000	1.00000	Non-essential
BW25113_0366	tauB	taurine ATP-binding component of a transport system	148	765	33	33	33	1.00000	1.00000	Non-essential
BW25113_0367	tauC	taurine transport system permease protein	162	825	36	36	36	1.00000	1.00000	Non-essential
BW25113_0368	tauD	-	165	849	36	36	36	1.00000	1.00000	Non-essential
BW25113_0369	hemB	5-aminolevulinate dehydratase %3D porphobilinogen synthase	24	972	265	265	265	0.00000	0.00000	Essential
BW25113_0372	insF1	-	379	864	23	23	23	1.00000	1.00000	Non-essential
BW25113_0373	insE1	-	117	297	10	10	10	1.00000	1.00000	Non-essential
BW25113_0375	yaiV	-	208	621	38	38	38	1.00000	1.00000	Non-essential
BW25113_0376	ampH	-	425	1155	21	21	21	1.00000	1.00000	Non-essential
BW25113_0377	sbmA	sensitivity to microcin B17%2C possibly envelop protein	292	1218	35	35	35	1.00000	1.00000	Non-essential
BW25113_0378	yaiW	-	222	1092	67	67	67	0.09800	0.71838	Non-essential
BW25113_0379	yaiY	-	54	306	33	33	33	1.00000	1.00000	Non-essential
BW25113_0380	yaiZ	-	53	210	31	33	33	1.00000	1.00000	Non-essential
BW25113_0381	ddlA	-	238	1092	44	44	44	1.00000	1.00000	Non-essential
BW25113_0382	iraP	-	146	258	10	10	10	1.00000	1.00000	Non-essential
BW25113_0383	phoA	alkaline phosphatase%3B start codon corrected	396	1413	40	40	40	1.00000	1.00000	Non-essential
BW25113_0384	psiF	induced by phosphate starvation	77	318	28	28	28	1.00000	1.00000	Non-essential
BW25113_0385	yaiC	-	261	1113	31	31	31	1.00000	1.00000	Non-essential
BW25113_0386	proC	pyrroline-5-carboxylate reductase	147	807	27	27	27	1.00000	1.00000	Non-essential
BW25113_0387	yaiI	-	93	456	26	26	26	1.00000	1.00000	Non-essential
BW25113_0388	aroL	-	104	522	54	54	54	0.90304	1.00000	Non-essential
BW25113_0389	yaiA	-	50	189	17	17	17	1.00000	1.00000	Non-essential
BW25113_0390	aroM	protein of aro operon%2C regulated by aroR	184	675	38	38	38	1.00000	1.00000	Non-essential
BW25113_0391	yaiE	-	136	282	20	20	20	1.00000	1.00000	Non-essential
BW25113_0393	rdgC	-	209	909	38	38	38	1.00000	1.00000	Non-essential
BW25113_0394	mak	possible NAGC-like transcriptional regulator	221	906	18	18	18	1.00000	1.00000	Non-essential
BW25113_0396	araJ	involved in either transport or processing of arabinose polymers	481	1182	28	28	28	1.00000	1.00000	Non-essential
BW25113_0397	sbcC	ATP-dependent dsDNA exonuclease	640	3144	37	37	37	1.00000	1.00000	Non-essential
BW25113_0398	sbcD	ATP-dependent dsDNA exonuclease	275	1200	47	47	47	1.00000	1.00000	Non-essential
BW25113_0399	phoB	positive response regulator for pho regulon%2C sensor is PhoR (or CreC)	161	687	26	26	26	1.00000	1.00000	Non-essential
BW25113_0400	phoR	positive and negative sensor protein for pho regulon	264	1293	28	28	28	1.00000	1.00000	Non-essential
BW25113_0401	brnQ	branched chain amino acid transport system II carrier protein	320	1317	49	49	49	0.99957	1.00000	Non-essential
BW25113_0402	proY	proline permease transport protein	306	1371	40	40	40	1.00000	1.00000	Non-essential
BW25113_0403	malZ	-	427	1812	27	27	27	1.00000	1.00000	Non-essential
BW25113_0404	acpH	putative glycoprotein	82	579	77	77	77	0.00932	0.08337	Non-essential
BW25113_0405	queA	synthesis of queuine in tRNA%3B probably S-adenosylmethionine:tRNA ribosyltransferase-isomerase	200	1068	28	28	28	1.00000	1.00000	Non-essential
BW25113_0406	tgt	-	219	1125	44	44	44	1.00000	1.00000	Non-essential
BW25113_0407	yajC	-	45	330	31	31	31	1.00000	1.00000	Non-essential
BW25113_0408	secD	protein secretion%3B membrane protein%2C part of the channel	125	1845	85	85	85	0.00137	0.01400	Essential
BW25113_0409	secF	protein secretion%2C membrane protein	92	969	53	53	53	0.94850	1.00000	Non-essential
BW25113_0410	yajD	-	71	345	29	29	29	1.00000	1.00000	Non-essential
BW25113_0411	tsx	nucleoside channel%3B receptor of phage T6 and colicin K	217	882	22	22	22	1.00000	1.00000	Non-essential
BW25113_0412	yajI	-	124	537	18	18	18	1.00000	1.00000	Non-essential
BW25113_0413	nrdR	-	41	447	39	39	39	1.00000	1.00000	Non-essential
BW25113_0414	ribD	-	18	1101	209	209	209	0.00000	0.00000	Essential
BW25113_0415	ribE	riboflavin synthase%2C beta chain	2	468	320	323	358	0.00000	0.00000	Essential
BW25113_0416	nusB	transcription termination%3B L factor	22	417	79	79	79	0.00578	0.05393	Non-essential
BW25113_0417	thiL	-	8	975	742	742	742	0.00000	0.00000	Essential
BW25113_0418	pgpA	phosphatidylglycerophosphatase	81	516	26	26	26	1.00000	1.00000	Non-essential
BW25113_0419	yajO	putative NAD(P)H-dependent xylose reductase	177	972	24	24	24	1.00000	1.00000	Non-essential
BW25113_0420	dxs	1-deoxyxylulose-5-phosphate synthase%3B flavoprotein	15	1860	524	524	524	0.00000	0.00000	Essential
BW25113_0421	ispA	-	14	897	144	144	144	0.00000	0.00000	Essential
BW25113_0422	xseB	exonuclease VII%2C small subunit	18	240	42	42	42	1.00000	1.00000	Non-essential
BW25113_0423	thiI	-	275	1446	60	60	60	0.42484	1.00000	Non-essential
BW25113_0424	yajL	-	105	588	24	24	24	1.00000	1.00000	Non-essential
BW25113_0425	panE	2-dehydropantoate 2-reductase	184	909	29	29	29	1.00000	1.00000	Non-essential
BW25113_0426	yajQ	-	91	489	19	22	53	0.94850	1.00000	Non-essential
BW25113_0427	yajR	putative transport protein	242	1362	37	37	37	1.00000	1.00000	Non-essential
BW25113_0428	cyoE	protoheme IX farnesyltransferase (haeme O biosynthesis)	185	888	33	33	33	1.00000	1.00000	Non-essential
BW25113_0429	cyoD	-	76	327	31	31	31	1.00000	1.00000	Non-essential
BW25113_0430	cyoC	-	137	612	43	43	43	1.00000	1.00000	Non-essential
BW25113_0431	cyoB	-	396	1989	46	46	46	1.00000	1.00000	Non-essential
BW25113_0432	cyoA	-	275	945	26	26	26	1.00000	1.00000	Non-essential
BW25113_0433	ampG	regulates beta-lactamase synthesis	388	1473	20	20	20	1.00000	1.00000	Non-essential
BW25113_0434	yajG	putative polymerase/proteinase	134	576	30	30	30	1.00000	1.00000	Non-essential
BW25113_0435	bolA	possible regulator of murein genes	91	315	24	24	24	1.00000	1.00000	Non-essential
BW25113_0436	tig	trigger factor%3B a molecular chaperone involved in cell division	251	1296	33	33	33	1.00000	1.00000	Non-essential
BW25113_0437	clpP	ATP-dependent proteolytic subunit of clpA-clpP serine protease%2C heat shock protein F21.5	122	621	48	48	48	0.99995	1.00000	Non-essential
BW25113_0438	clpX	ATP-dependent specificity component of clpP serine protease%2C chaperone	208	1272	48	48	48	0.99995	1.00000	Non-essential
BW25113_0439	lon	DNA-binding%2C ATP-dependent protease La%3B heat shock K-protein	348	2352	60	60	60	0.42484	1.00000	Non-essential
BW25113_0440	hupB	DNA-binding protein HU-beta%2C NS1 (HU-1)	55	270	23	23	23	1.00000	1.00000	Non-essential
BW25113_0441	ppiD	-	415	1869	33	33	33	1.00000	1.00000	Non-essential
BW25113_0442	ybaV	-	90	369	33	33	33	1.00000	1.00000	Non-essential
BW25113_0443	fadM	-	97	396	23	23	23	1.00000	1.00000	Non-essential
BW25113_0444	queC	-	137	693	32	32	32	1.00000	1.00000	Non-essential
BW25113_0445	ybaE	-	395	1698	45	45	45	1.00000	1.00000	Non-essential
BW25113_0446	cof	-	152	816	26	26	26	1.00000	1.00000	Non-essential
BW25113_0447	ybaO	putative LRP-like transcriptional regulator	101	456	13	13	13	1.00000	1.00000	Non-essential
BW25113_0448	mdlA	-	383	1770	30	30	30	1.00000	1.00000	Non-essential
BW25113_0449	mdlB	-	378	1779	27	27	27	1.00000	1.00000	Non-essential
BW25113_0450	glnK	nitrogen regulatory protein P-II 2	47	336	47	47	47	1.00000	1.00000	Non-essential
BW25113_0451	amtB	probable ammonium transporter	235	1284	28	28	28	1.00000	1.00000	Non-essential
BW25113_0452	tesB	-	151	858	55	55	55	0.84050	1.00000	Non-essential
BW25113_0453	ybaY	glycoprotein/polysaccharide metabolism	119	570	28	28	28	1.00000	1.00000	Non-essential
BW25113_0454	ybaZ	-	69	387	27	27	30	1.00000	1.00000	Non-essential
BW25113_0455	ffs	-	4	111	98	98	98	0.00006	0.00069	Essential
BW25113_0456	ybaA	-	59	351	39	39	39	1.00000	1.00000	Non-essential
BW25113_0457	ylaB	-	499	1548	25	25	25	1.00000	1.00000	Non-essential
BW25113_0458	ylaC	-	103	468	31	31	31	1.00000	1.00000	Non-essential
BW25113_0459	maa	-	213	549	29	29	29	1.00000	1.00000	Non-essential
BW25113_0460	hha	haemolysin expression modulating protein	77	216	19	19	19	1.00000	1.00000	Non-essential
BW25113_0461	tomB	-	195	372	8	8	8	1.00000	1.00000	Non-essential
BW25113_0462	acrB	acridine efflux pump	719	3147	42	42	42	1.00000	1.00000	Non-essential
BW25113_0463	acrA	acridine efflux pump	296	1191	51	51	51	0.99171	1.00000	Non-essential
BW25113_0464	acrR	acrAB operon repressor	254	645	28	28	28	1.00000	1.00000	Non-essential
BW25113_0465	mscK	mechanosensitive channel protein	703	3360	66	66	66	0.12288	0.87829	Non-essential
BW25113_0466	ybaM	-	22	159	26	28	28	1.00000	1.00000	Non-essential
BW25113_0467	priC	-	117	525	19	19	19	1.00000	1.00000	Non-essential
BW25113_0468	ybaN	putative gene 58	77	375	22	22	22	1.00000	1.00000	Non-essential
BW25113_0469	apt	-	120	549	42	42	42	1.00000	1.00000	Non-essential
BW25113_0470	dnaX	DNA polymerase III%2C tau and gamma subunits%3B DNA elongation factor III	23	1929	333	333	333	0.00000	0.00000	Essential
BW25113_0471	ybaB	-	65	327	49	49	49	0.99957	1.00000	Non-essential
BW25113_0472	recR	recombination and repair	126	603	22	24	31	1.00000	1.00000	Non-essential
BW25113_0473	htpG	chaperone Hsp90%2C heat shock protein C 62.5	401	1872	47	47	47	1.00000	1.00000	Non-essential
BW25113_0474	adk	adenylate kinase activity%3B pleiotropic effects on glycerol-3-phosphate acyltransferase activity	5	642	241	241	241	0.00000	0.00000	Essential
BW25113_0475	hemH	ferrochelatase: final enzyme of heme biosynthesis	15	960	216	216	216	0.00000	0.00000	Essential
BW25113_0476	aes	-	193	957	35	35	35	1.00000	1.00000	Non-essential
BW25113_0477	gsk	inosine-guanosine kinase	288	1302	29	29	43	1.00000	1.00000	Non-essential
BW25113_0478	ybaL	putative transport protein	397	1674	39	39	39	1.00000	1.00000	Non-essential
BW25113_0479	fsr	fosmidomycin resistance protein	219	1218	38	38	38	1.00000	1.00000	Non-essential
BW25113_0480	ushA	UDP-sugar hydrolase (5'-nucleotidase)	305	1650	37	37	37	1.00000	1.00000	Non-essential
BW25113_0481	ybaK	-	73	477	44	44	44	1.00000	1.00000	Non-essential
BW25113_0482	ybaP	putative ligase	170	792	30	30	30	1.00000	1.00000	Non-essential
BW25113_0483	ybaQ	-	63	339	41	41	41	1.00000	1.00000	Non-essential
BW25113_0484	copA	-	521	2502	74	74	74	0.01905	0.16295	Non-essential
BW25113_0485	glsA	putative glutaminase	203	930	24	24	24	1.00000	1.00000	Non-essential
BW25113_0486	ybaT	putative amino acid/amine transport protein	271	1290	36	36	36	1.00000	1.00000	Non-essential
BW25113_0487	cueR	-	80	405	26	26	26	1.00000	1.00000	Non-essential
BW25113_0488	ybbJ	-	96	456	21	21	21	1.00000	1.00000	Non-essential
BW25113_0489	qmcA	putative protease	230	915	23	23	23	1.00000	1.00000	Non-essential
BW25113_0490	fetA	putative ATP-binding component of a transport system	266	675	32	32	32	1.00000	1.00000	Non-essential
BW25113_0491	fetB	putative metal resistance protein	339	777	19	19	19	1.00000	1.00000	Non-essential
BW25113_0492	ybbN	putative thioredoxin-like protein	176	852	25	25	25	1.00000	1.00000	Non-essential
BW25113_0493	ybbO	-	160	807	25	25	25	1.00000	1.00000	Non-essential
BW25113_0494	tesA	acyl-CoA thioesterase I%3B also functions as protease I	124	624	25	25	25	1.00000	1.00000	Non-essential
BW25113_0495	ybbA	putative ATP-binding component of a transport system	156	684	25	25	25	1.00000	1.00000	Non-essential
BW25113_0496	ybbP	putative oxidoreductase	550	2412	45	45	45	1.00000	1.00000	Non-essential
BW25113_0497	rhsD	rhsD protein in rhs element	1267	4278	51	51	51	0.99171	1.00000	Non-essential
BW25113_0498	ybbC	-	61	366	59	59	66	0.12288	0.87829	Non-essential
BW25113_0503	mnmH	putative capsule anchoring protein	200	1092	43	43	43	1.00000	1.00000	Non-essential
BW25113_0504	allS	putative transcriptional regulator LYSR-type	140	924	59	59	59	0.50495	1.00000	Non-essential
BW25113_0505	allA	-	82	480	44	44	44	1.00000	1.00000	Non-essential
BW25113_0506	allR	-	177	813	62	62	62	0.28987	1.00000	Non-essential
BW25113_0507	gcl	-	476	1779	30	30	30	1.00000	1.00000	Non-essential
BW25113_0508	hyi	-	287	774	29	29	29	1.00000	1.00000	Non-essential
BW25113_0509	glxR	-	348	876	17	17	20	1.00000	1.00000	Non-essential
BW25113_0511	ybbW	-	615	1452	18	18	18	1.00000	1.00000	Non-essential
BW25113_0512	allB	-	307	1359	29	29	29	1.00000	1.00000	Non-essential
BW25113_0513	ybbY	-	464	1299	28	28	28	1.00000	1.00000	Non-essential
BW25113_0514	glxK	-	313	1143	28	28	28	1.00000	1.00000	Non-essential
BW25113_0515	allE	-	370	783	20	20	20	1.00000	1.00000	Non-essential
BW25113_0516	allC	-	538	1233	19	19	19	1.00000	1.00000	Non-essential
BW25113_0517	allD	-	376	1047	21	21	21	1.00000	1.00000	Non-essential
BW25113_0518	fdrA	involved in protein transport%3B multicopy suppressor of dominant negative ftsH mutants	386	1665	30	30	30	1.00000	1.00000	Non-essential
BW25113_0520	ylbF	putative carboxylase	177	813	24	24	24	1.00000	1.00000	Non-essential
BW25113_0521	ybcF	putative carbamate kinase	167	891	42	42	42	1.00000	1.00000	Non-essential
BW25113_0522	purK	phosphoribosylaminoimidazole carboxylase %3D AIR carboxylase%2C CO(2)-fixing subunit	203	1065	31	31	31	1.00000	1.00000	Non-essential
BW25113_0523	purE	phosphoribosylaminoimidazole carboxylase %3D AIR carboxylase%2C catalytic subunit	91	507	31	31	31	1.00000	1.00000	Non-essential
BW25113_0524	lpxH	-	11	720	586	586	586	0.00000	0.00000	Essential
BW25113_0525	ppiB	-	37	492	90	90	95	0.00012	0.00138	Essential
BW25113_0526	cysS	cysteine tRNA synthetase	7	1383	341	341	341	0.00000	0.00000	Essential
BW25113_0527	ybcI	-	113	519	21	21	21	1.00000	1.00000	Non-essential
BW25113_0528	ybcJ	-	36	210	24	24	24	1.00000	1.00000	Non-essential
BW25113_0529	folD	5%2C10-methylene-tetrahydrofolate dehydrogenase%3B 5%2C10-methylene-tetrahydrofolate cyclohydrolase	20	864	173	173	173	0.00000	0.00000	Essential
BW25113_0530	sfmA	putative fimbrial-like protein	215	540	18	18	39	1.00000	1.00000	Non-essential
BW25113_0531	sfmC	putative chaperone	292	690	18	18	18	1.00000	1.00000	Non-essential
BW25113_0532	sfmD	putative outer membrane protein%2C export function	1158	2601	28	28	28	1.00000	1.00000	Non-essential
BW25113_0533	sfmH	involved in fimbrial asembly	347	981	34	34	34	1.00000	1.00000	Non-essential
BW25113_0534	sfmF	putative fimbrial-like protein	199	513	27	27	27	1.00000	1.00000	Non-essential
BW25113_0535	sfmZ	fimbrial Z protein%3B probable signal transducer	161	630	43	43	43	1.00000	1.00000	Non-essential
BW25113_0536	argU	-	7	74	31	31	31	1.00000	1.00000	Non-essential
BW25113_0537	intD	prophage DLP12 integrase	288	1161	38	38	38	1.00000	1.00000	Non-essential
BW25113_0540	insE1	-	111	297	11	11	11	1.00000	1.00000	Non-essential
BW25113_0541	insF1	-	363	864	25	25	25	1.00000	1.00000	Non-essential
BW25113_0543	emrE	methylviologen resistance	165	330	11	11	11	1.00000	1.00000	Non-essential
BW25113_0544	ybcK	-	152	1524	155	155	155	0.00000	0.00000	Essential
BW25113_0545	ybcL	-	285	549	11	11	11	1.00000	1.00000	Non-essential
BW25113_0546	ybcM	putative ARAC-type regulatory protein	253	795	48	48	48	0.99995	1.00000	Non-essential
BW25113_0547	ybcN	-	144	453	11	11	11	1.00000	1.00000	Non-essential
BW25113_0548	ninE	similar to phage 82 and lambda proteins	45	168	32	32	32	1.00000	1.00000	Non-essential
BW25113_0549	ybcO	-	70	288	18	18	18	1.00000	1.00000	Non-essential
BW25113_0550	rusA	endodeoxyribonuclease RUS (Holliday junction resolvase)	108	360	16	16	16	1.00000	1.00000	Non-essential
BW25113_0551	quuD	-	171	381	19	19	19	1.00000	1.00000	Non-essential
BW25113_0552	insH1	-	460	1014	12	12	12	1.00000	1.00000	Non-essential
BW25113_0554	essD	-	120	213	7	7	7	1.00000	1.00000	Non-essential
BW25113_0555	rrrD	bacteriophage lambda lysozyme homolog	251	495	12	12	12	1.00000	1.00000	Non-essential
BW25113_0556	rzpD	bacteriophage lambda endopeptidase homolog%3B completely contained in another CDS	209	459	13	13	13	1.00000	1.00000	Non-essential
