Orf ID	Feature Type(1:gene 2:rRNA 3:tRNA 4:ncRNA 7:tmRNA 8:sRNA)	Orf	Alternative name	MapPosition	Start(BP)	End(BP)	Length(BP)	Direction(0:+ 1:-)	Class(1:essential 2:noessential 3:unknown)	PID	Product	PMID
186	1	accA	b0185,ECK0184,JW0180	4.4964599609375	208621	209580	960	0	1	1786382	acetyl-CoA carboxylase, carboxytransferase, alpha subunit	7693652
187	1	ldcC	b0186,ECK0185,JW0181,ldc,LDC2,ldcH	4.519259929656982	209679	211820	2142	0	2	1786384	lysine decarboxylase 2, constitutive	
188	1	yaeR	b0187,ECK0186,JW0182,o138	4.566629886627197	211877	212266	390	0	2	87081697	putative lyase	
189	1	tilS	b0188,ECK0187,JW0183,mesJ,yaeN	4.576419830322266	212331	213629	1299	0	1	1786386	tRNA(Ile)-lysidine synthetase	
190	1	rof	b0189,ECK0188,JW0184,mesJ,yaeO	4.60545015335083	213678	213932	255	1	2	87081698	modulator of Rho-dependent transcription termination	
4306	1	yaeP	b4406,ECK0189,JW0185	4.610779762268066	213925	214125	201	1	2	48994876	hypothetical protein	
191	1	yaeQ	b0190,ECK0190,JW0186	4.618659973144531	214291	214836	546	0	2	1786388	hypothetical protein	
192	1	arfB	b0191,ECK0191,JW0187,yaeJ	4.630350112915039	214833	215255	423	0	2	1786389	alternative stalled-ribosome rescue factor B; peptidyl-tRNA hydrolase, ribosome-attached	
193	1	nlpE	b0192,cutF,ECK0192,JW0188,nlpF	4.639739990234375	215269	215979	711	0	2	1786390	lipoprotein involved with copper homeostasis and adhesion	
194	1	yaeF	b0193,ECK0193,JW5016,yaeK	4.659359931945801	216179	217003	825	1	2	87081699	putative lipoprotein	
195	1	proS	b0194,drp,drpA,ECK0194,JW0190	4.678279876708984	217057	218775	1719	1	1	1786392	prolyl-tRNA synthetase	6991867
196	1	tsaA	b0195,ECK0195,JW0191,yaeB	4.717720031738281	218887	219594	708	1	2	1786393	tRNA-Thr(GGU) m(6)t(6)A37 methyltransferase, SAM-dependent	
197	1	rcsF	b0196,ECK0196,JW0192	4.732900142669678	219591	219995	405	1	2	1786394	putative outer membrane protein, signal	
198	1	metQ	b0197,ECK0197,JW0193,metD,yaeC	4.744150161743164	220113	220928	816	1	2	1786396	DL-methionine transporter subunit	
199	1	metI	b0198,ECK0198,JW0194,metD,yaeE	4.762579917907715	220968	221621	654	1	2	1786397	DL-methionine transporter subunit	
200	1	metN	abc,b0199,ECK0199,f343,JW0195,metD	4.776500225067139	221614	222645	1032	1	2	1786398	DL-methionine transporter subunit	
201	1	gmhB	b0200,ECK0200,gmbC,gmbX,gmhX,JW0196,wcbN,yaeD	4.802770137786865	222833	223408	576	0	2	1786399	D,D-heptose 1,7-bisphosphate phosphatase	
1	2	rrsH	b0201,ECK0201,JWR0001	4.8229899406433105	223771	225312	1542	0	2		16S ribosomal RNA of rrnH operon	
1	3	ileV	b0202,ECK0202,JWR0002	4.85768985748291	225381	225457	77	0	2		tRNA-Ile	9729611
2	3	alaV	b0203,ECK0203,JWR0003	4.860249996185303	225500	225575	76	0	2		tRNA-Ala	9729611
2	2	rrlH	b0204,ECK0204,JWR0004	4.865839958190918	225759	228662	2904	0	2		23S ribosomal RNA of rrnH operon	
3	2	rrfH	b0205,ECK0205,JWR0005	4.930429935455322	228756	228875	120	0	2		5S ribosomal RNA of rrnH operon	
3	3	aspU	b0206,ECK0206,JWR0006	4.934140205383301	228928	229004	77	0	2		tRNA-Asp	9729611
202	1	dkgB	b0207,ECK0207,JW0197,yafB	4.9392900466918945	229167	229970	804	0	2	1786400	2,5-diketo-D-gluconate reductase B	
203	1	yafC	b0208,ECK0208,JW0198	4.9565300941467285	229967	230881	915	1	2	1786401	putative DNA-binding transcriptional regulator	
204	1	yafD	b0209,ECK0209,JW5017	4.9814300537109375	231122	231922	801	0	2	1786403	hypothetical protein	
205	1	yafE	b0210,ECK0210,JW0200	4.998760223388672	231926	232549	624	0	2	1786404	putative S-adenosyl-L-methionine-dependent methyltransferase	
206	1	mltD	b0211,dniR,ECK0211,f452,JW5018,yafG	5.013219833374023	232597	233955	1359	1	2	1786405	putative membrane-bound lytic murein transglycosylase D	1663890
207	1	gloB	b0212,ECK0212,JW0202,yafR	5.044040203094482	234027	234782	756	1	2	1786406	hydroxyacylglutathione hydrolase	
208	1	yafS	b0213,ECK0213,JW0203,o246	5.061039924621582	234816	235538	723	0	2	87081700	putative S-adenosyl-L-methionine-dependent methyltransferase	
209	1	rnhA	b0214,cer,dasF,ECK0214,herA,JW0204,rnh,sdrA,sin	5.076539993286133	235535	236002	468	1	2	1786408	ribonuclease HI, degrades RNA of DNA-RNA hybrids	
210	1	dnaQ	b0215,ECK0215,JW0205,mutD	5.088009834289551	236067	236798	732	0	2	1786409	DNA polymerase III epsilon subunit	8300534
4	3	aspV	b0216,ECK0216,JWR0007	5.106629848480225	236931	237007	77	0	2		tRNA-Asp	9729611
211	1	yafT	b0217,ECK0217,JW0206,o261,o262a	5.115340232849121	237335	238120	786	0	2	1786410	lipoprotein	
10007	1	ykfM	b4586,ECK4397	5.135210037231445	238257	238736	480	1	2	145693093	hypothetical protein	
212	1	yafU	b0218,ECK0218,f112,f113a,JW0207	5.145750045776367	238746	239102	357	1	2			
10008	1	yafF	b4503,ECK0219,JW0208	5.153510093688965	239106	239378	273	0	2			
213	1	yafV	b0219,ECK0220,f256,JW5019,orf182	5.160250186920166	239419	240189	771	1	2	1786412	putative C-N hydrolase family amidase, NAD(P)-binding	
214	1	ivy	b0220,ECK0221,JW0210,o157,o158c,ykfE	5.180170059204102	240343	240816	474	0	2	1786413	inhibitor of c-type lysozyme, periplasmic	
215	1	fadE	b0221,ECK0222,f826,fadF,JW5020,yafH	5.191289901733398	240859	243303	2445	1	2	87081702	acyl coenzyme A dehydrogenase	
216	1	gmhA	b0222,ECK0223,gmhA,isn,JW0212,lpcA,tfrA,yafI	5.249139785766602	243543	244121	579	0	2	1786416	D-sedoheptulose 7-phosphate isomerase	
217	1	yafJ	b0223,ECK0224,JW0213	5.266039848327637	244327	245094	768	0	2	1786417	putative amidotransfease	
218	1	yafK	b0224,ECK0225,JW0214	5.28193998336792	245065	245805	741	1	2	1786418	hypothetical protein	
219	1	yafQ	b0225,ECK0226,JW0215	5.301249980926514	245961	246239	279	1	2	1786419	translation inhibitor toxin of toxin-antitoxinpair YafQ/DinJ	
220	1	dinJ	b0226,ECK0227,JW0216,sosA	5.307310104370117	246242	246502	261	1	2	1786420	antitoxin of YafQ-DinJ toxin-antitoxin system	
221	1	yafL	b0227,ECK0228,JW0217	5.317440032958984	246712	247461	750	0	2	1786421	putative lipoprotein and C40 family peptidase	
222	1	rayT	b0228,ECK0229,JW0218,tnpAREP,yafM	5.3373799324035645	247637	248134	498	0	2	1786422	RAYT REP element-mobilizing transposase; TnpA(REP)	
223	1	lfhA	b0229,ECK0230,fhiA,JW5811	5.352920055389404	248358	250070	1713	1	2			
224	1	lafU	b0230,ECK0231,JW5812,mbhA,o211	5.389860153198242	250072	250827	756	0	2			
225	1	dinB	b0231,dinP,ECK0232,JW0221	5.407660007476807	250898	251953	1056	0	2	1786425	DNA polymerase IV	
226	1	yafN	b0232,ECK0233,JW0222	5.431519985198975	252005	252298	294	0	2	1786426	antitoxin of the YafO-YafN toxin-antitoxin system	
227	1	yafO	b0233,ECK0234,JW0223	5.437900066375732	252301	252699	399	0	2	1786427	mRNA interferase toxin of the YafO-YafN toxin-antitoxin system	
228	1	yafP	b0234,ECK0235,JW0224	5.446700096130371	252709	253161	453	0	2	1786428	putative acyltransferase with acyl-CoA N-acyltransferase domain	
229	1	ykfJ	b0235,ECK0236,f104,JW0225,o88	5.463290214538574	253479	253685	207	0	2			
230	1	prfH	b0236,ECK0237,JW0226,o166	5.468100070953369	253702	254202	501	0	2			
231	1	pepD	b0237,ECK0238,JW0227,pepH	5.480100154876709	254259	255716	1458	1	2	1786432	aminoacyl-histidine dipeptidase (peptidase D)	372108
232	1	gpt	b0238,ECK0239,glyD,gpp,gxu,JW0228	5.517129898071289	255977	256435	459	0	2	1786433	guanine-hypoxanthine phosphoribosyltransferase	
234	1	frsA	b0239,ECK0240,JW0229,yafA	5.528989791870117	256527	257771	1245	0	2	1786434	fermentation-respiration switch protein; PTS Enzyme IIA(Glc)-binding protein; pNP-butyrate esterase activity	
236	1	crl	b0240,ECK0241,JW0230	5.5570502281188965	257829	258230	402	0	2	1786435	sigma factor-binding protein, stimulates RNA polymerase holoenzyme formation	
238	1	phoE	b0241,ECK0242,JW0231,ompE	5.566530227661133	258269	259324	1056	1	2	1786436	outer membrane phosphoporin protein E	
240	1	proB	b0242,ECK0243,JW0232,pro,pro-2	5.595479965209961	259612	260715	1104	0	2	1786437	gamma-glutamate kinase	
242	1	proA	b0243,ECK0244,JW0233,pro,pro-1	5.619510173797607	260727	261980	1254	0	2	1786438	gamma-glutamylphosphate reductase	
5	3	thrW	b0244,ECK0245,JWR0008	5.648990154266357	262095	262170	76	0	2		tRNA-Thr	
10009	1	ykfN	b4626,ECK4458	5.655010223388672	262374	262436	63	1	2			
243	1	ykfI	b0245,ECK0246,f113,f113b,JW0234	5.658840179443359	262552	262893	342	1	2	1786439	CP4-6 prophage; toxin of the YkfI-YafW toxin-antitoxin system	
244	1	yafW	b0246,ECK0247,f105,JW0235	5.66664981842041	262914	263231	318	1	2	1786440	CP4-6 prophage; antitoxin of the YkfI-YafW toxin-antitoxin system	
10010	1	ykfH	b4504,ECK0248,JW5956	5.673890113830566	263250	263471	222	1	2	87081704	hypothetical protein	
245	1	ykfG	b0247,ECK0249,JW0236	5.678850173950195	263480	263956	477	1	2	2367100	CP4-6 prophage; predicted DNA repair protein	
246	1	yafX	b0248,ECK0250,f152,JW5022,orf305	5.689449787139893	263972	264430	459	1	2	1786442	CP4-6 prophage; putative protein	
247	1	ykfF	b0249,ECK0251,f80,JW5023,orf298	5.701429843902588	264528	264767	240	1	2	1786443	CP4-6 prophage; putative protein	
248	1	ykfB	b0250,ECK0252,f155,f155a,JW0239	5.708240032196045	264844	265311	468	1	2	1786444	CP4-6 prophage; putative protein	
249	1	yafY	b0251,ECK0253,f285,f285a,JW0240	5.718810081481934	265334	265777	444	1	2	145693094	lipoprotein, inner membrane; overproduction stimulates degP expression; CP4-6 prophage	
10011	1	ykfL	b4627,ECK4445	5.7283501625061035	265777	265998	222	1	2			
10012	1	ykfK	b4628,ECK4444,yafY	5.733160018920898	266000	266191	192	1	2			
250	1	yafZ	b0252,ECK0254,f278,f278a,JW0242	5.741950035095215	266408	267229	822	1	2	87081705	CP4-6 prophage; conserved protein	
251	1	ykfA	b0253,ECK0255,f287a,f288,JW0243	5.761630058288574	267321	268184	864	1	2	87081706	CP4-6 prophage; predicted GTP-binding protein	
252	1	perR	b0254,ECK0256,f297,JW0244	5.787320137023926	268513	269406	894	1	2	1786448	CP4-6 prophage; predicted DNA-binding transcriptional regulator	
253	1	insN	b0255,b0257,b4587,ECK0257,insN-1,insN1,insO,insO-1,o134,o141,ORFAB,yi91a	5.808640003204346	269502	271413	1912	0	2			
10013	1	insI1	b0256,ECK0258,insI	5.815639972686768	269827	270978	1152	0	2	1786450	IS30 transposase	
10264	4	eyeA	b4690,ECK4506,I001	5.858260154724121	271804	271878	75	0	2		novel sRNA, function unknown, CP4-6 propahge	
256	1	ykfC	b0258,ECK0260,JW5813,o376,orf319	5.864009857177734	272071	273178	1108	0	2			
10014	1	insH1	b0259,ECK0261,insH	5.891039848327637	273325	274341	1017	1	2	1786453	IS5 transposase and trans-activator	
258	1	mmuP	b0260,ECK0262,JW5027,orf331,ykfD	5.917419910430908	274549	275952	1404	0	2	87081708	CP4-6 prophage; predicted S-methylmethionine transporter	
259	1	mmuM	b0261,ECK0263,JW0253,o310,orf339,yagD	5.947380065917969	275939	276871	933	0	2	1786456	CP4-6 prophage; S-methylmethionine:homocysteine methyltransferase	
260	1	afuC	b0262,ECK0264,f352,fbpC,JW0254,yagC	5.9698100090026855	276980	278026	1047	1	2	87081709	CP4-6 prophage; predicted ferric transporter subunit	
261	1	afuB	b0263,ECK0265,f120,fbpB,JW0255,orf358	5.99261999130249	278038	278385	348	1	2			
10015	1	insB1	b0264,ECK0022,insB	6.000460147857666	278402	278905	504	1	2	1786459	IS1 transposase B	
10016	1	insA	b0265,ECK0023,ECK4521	6.0095601081848145	278824	279099	276	1	2	1786460	IS1 repressor TnpA	
10258	1	insI1	b4708,ECK0258	6.016689777374268	279155	279328	174	0	2			
10017	1	insX	b4505,ECK4473,ykgN	6.020639896392822	279338	279586	249	1	2			
264	1	yagB	b0266,ECK0267,f125,JW0259	6.027379989624023	279651	279959	309	1	2			
265	1	yagA	b0267,ECK0268,JW0260	6.036049842834473	280053	281207	1155	1	2	1786462	CP4-6 prophage; predicted DNA-binding transcriptional regulator	
266	1	yagE	b0268,ECK0269,JW0261,o309	6.067279815673828	281502	282410	909	0	2	345297170	2-keto-3-deoxy gluconate (KDG) aldolase; CP4-6 prophage	
267	1	yagF	b0269,ECK0270,JW0262,o655	6.087170124053955	282425	284392	1968	0	2	1786464	CP4-6 prophage; predicted dehydratase	
268	1	yagG	b0270,ECK0271,JW0263,o460,o460a	6.134459972381592	284619	286001	1383	0	2	1786466	CP4-6 prophage; predicted sugar transporter	
269	1	yagH	b0271,ECK0272,JW0264,o536	6.1645097732543945	286013	287623	1611	0	2	1786467	CP4-6 prophage; predictedxylosidase/arabinosidase	
270	1	yagI	b0272,ECK0273,f252,f252c,JW0265	6.199309825897217	287628	288386	759	1	2	1786468	CP4-6 prophage; predicted DNA-binding transcriptional regulator	
271	1	argF	Arg5,argD,b0273,ECK0274,JW0266	6.218649864196777	288525	289529	1005	1	2	1786469	ornithine carbamoyltransferase 2, chain F; CP4-6 prophage	9729611
10224	1	ykgS	b4688,ECK4504,eyeA	6.242959976196289	289653	289857	205	0	2			
10018	1	insB1	b0274,ECK0022,insB	6.247700214385986	289873	290376	504	1	2	1786470	IS1 transposase B	
10019	1	insA	b0275,ECK0023,ECK4523	6.256800174713135	290295	290570	276	1	2	1786471	IS1 repressor TnpA	
274	1	yagJ	b0276,ECK0275,JW0270,o243	6.263969898223877	290628	291455	828	0	2			
275	1	yagK	b0277,ECK0276,f208,JW0271	6.283760070800781	291546	292172	627	1	2	1786473	CP4-6 prophage; conserved protein	
276	1	yagL	b0278,ECK0277,f232,JW0272	6.303110122680664	292444	293142	699	1	2	1786474	CP4-6 prophage; DNA-binding protein	
277	1	yagM	b0279,ECK0278,f284,JW0273	6.318739891052246	293169	294023	855	1	2	2367101	CP4-6 prophage; putative protein	
278	1	yagN	b0280,ECK0279,f146,f146a,JW0274	6.344470024108887	294363	294803	441	1	2	2367102	CP4-6 prophage; putative protein	
279	1	intF	b0281,ECK0280,f466,f466a,JW0275,yagO	6.356480121612549	294920	296320	1401	1	2	2367104	CP4-6 prophage; predicted phage integrase	
10020	3	ptwF	b4629,ECK4462	6.3890299797058105	296430	296478	49	0	2		tRNA-OTHER	
280	1	yagP	b0282,b4694,ECK0281,f136,JW0276,o167a	6.3927998542785645	296605	296943	339	1	2			
10225	1	ykgT	b0282,b4695,ECK4508,yagP,ykgS	6.399970054626465	296938	297015	78	1	2			
281	1	paoD	b0283,ECK0282,f318,f318a,JW0277,yagQ	6.401179790496826	296994	297950	957	1	2	1786477	moco insertion factor for PaoABC aldehyde oxidoreductase	
282	1	paoC	b0284,ECK0283,f732,hsm,JW0278,yagR	6.421999931335449	297960	300158	2199	1	2	1786478	PaoABC aldehyde oxidoreductase, Moco-containing subunit	
283	1	paoB	b0285,ECK0284,f318,f318b,JW0279,yagS	6.4693098068237305	300155	301111	957	1	2	1786479	PaoABC aldehyde oxidoreductase, FAD-containing subunit	
284	1	paoA	b0286,ECK0285,f229,JW0280,yagT	6.489850044250488	301108	301797	690	1	2	1786480	PaoABC aldehyde oxidoreductase, 2Fe-2S subunit	
285	1	yagU	b0287,ECK0286,JW0281,o204,o204a	6.513710021972656	302215	302829	615	0	2	1786481	inner membrane protein, DUF1440 family	
286	1	ykgJ	b0288,ECK0287,f109,f109a,JW0282	6.532289981842041	303077	303406	330	1	2	2367105	UPF0153 cysteine cluster protein, function unknown	
287	1	ecpE	b0289,ECK0288,f251,JW5030,matF,yagV	6.546130180358887	303719	304429	711	1	2	87081712	hypothetical protein	
288	1	ecpD	b0290,ECK0289,f547,f547a,JW0284,matE,yagW	6.560760021209717	304398	306041	1644	1	2	1786483	putative receptor	
289	1	ecpC	b0291,ECK0290,f841,JW0285,matD,yagX	6.5959601402282715	306031	308556	2526	1	2	1786484	putative aromatic compound dioxygenase	
290	1	ecpB	b0292,ECK0291,f222,f222a,JW0286,matC,yagY	6.65093994140625	308582	309250	669	1	2	1786485	hypothetical protein	
291	1	ecpA	b0293,ECK0292,ecpA,f195,JW0287,matB,yagZ	6.666590213775635	309308	309895	588	1	2	1786486	cryptic Mat fimbrillin gene	
292	1	ecpR	b0294,ECK0293,f196,f196a,JW5031,matA,ykgK	6.6808600425720215	309970	310560	591	1	2	2367106	putative regulator	
293	1	ykgL	b0295,ECK0294,JW5033,o75	6.710299968719482	311336	311563	228	0	2	2367107	hypothetical protein	
10021	1	ykgO	b4506,ECK0295,JW5034,rpmJ2	6.715939998626709	311598	311738	141	1	2	87081713	RpmJ-like protein	
294	1	ykgM	b0296,ECK0296,f87,f88c,JW5035,rpmE2	6.718959808349609	311738	312001	264	1	2	2367109	50S ribosomal protein L31 type B; alternative L31 utilized during zinc limitation	
10226	1	ykgR	b4671,ECK4486,ykgT	6.732480049133301	312365	312466	102	1	2	226510926	hypothetical protein	
10022	1	ykgP	b4630,ECK4446	6.744870185852051	312940	313029	90	1	2			
295	1	eaeH	b0297,ECK0297,JW0291	6.7586798667907715	313581	314452	872	0	2			
10023	1	insE1	b0298,ECK0298,insE	6.778820037841797	314515	314814	300	0	2	226510927	IS3 transposase A	
10024	1	insF1	b0299,ECK0299,insF	6.785190105438232	314811	315677	867	0	2	1786490	IS3 transposase B	
298	1	ykgA	b0300,ECK0300,f239,f239b,JW5037	6.804570198059082	315710	316393	684	1	2			
10025	1	ykgQ	b4631,ECK4454	6.825109958648682	316663	316791	129	0	2			
299	1	ykgB	b0301,ECK0301,f200,JW5038	6.831299781799316	316950	317543	594	1	2	87081715	inner membrane protein, DUF417 family	
300	1	ykgI	b0302,b0303,ECK0302,f82a,f83,JW5039,o89	6.844339847564697	317555	317791	237	1	2	87081716	hypothetical protein	
302	1	ykgC	b0304,ECK0303,f450,f450b,JW5040	6.851769924163818	317900	319225	1326	1	2	87081717	putative pyridine nucleotide-disulfide oxidoreductase	
303	1	ykgD	b0305,ECK0304,JW0298,o284	6.885200023651123	319451	320305	855	0	2	1786496	putative DNA-binding transcriptional regulator	
304	1	ykgE	b0306,ECK0305,JW5041,o239	6.9149699211120605	320832	321551	720	0	2	1786497	putative oxidoreductase	
305	1	ykgF	b0307,ECK0306,JW0300,o475,o475a	6.930699825286865	321562	322989	1428	0	2	1786498	putative electron transport protein with ferridoxin-like domai	
306	1	ykgG	b0308,ECK0307,f70,JW5042,o282,o282a	6.961309909820557	322982	323677	696	0	2	87081718	putative transporter	
308	1	ykgH	b0310,ECK0308,f222,f222b,JW0302	6.981520175933838	323920	324588	669	1	2	1786502	putative inner membrane protein	
309	1	betA	b0311,ECK0309,JW0303	7.000510215759277	324801	326471	1671	1	2	1786503	choline dehydrogenase, a flavoprotein	
310	1	betB	b0312,ECK0310,JW0304	7.036809921264648	326485	327957	1473	1	2	1786504	betaine aldehyde dehydrogenase, NAD-dependent	
311	1	betI	b0313,ECK0311,JW0305	7.068840026855469	327971	328558	588	1	2	1786505	DNA-binding transcriptional repressor	
312	1	betT	b0314,ECK0312,JW0306	7.084270000457764	328687	330720	2034	0	2	1786506	choline transporter of high affinity	
313	1	yahA	b0315,ECK0313,JW0307	7.146940231323242	331595	332683	1089	0	2	1786507	c-di-GMP-specific phosphodiesterase	
314	1	yahB	b0316,ECK0314,f310,f310a,JW0308	7.171299934387207	332725	333657	933	1	2	1786508	putative DNA-bindng transcriptional regulator	
315	1	yahC	b0317,ECK0315,f165,f165a,JW0309	7.1933698654174805	333749	334246	498	1	2	1786509	putative inner membrane protein	
316	1	yahD	b0318,ECK0316,JW0310,o201	7.209640026092529	334504	335109	606	0	2	1786511	ankyrin repeat protein	
317	1	yahE	b0319,ECK0317,JW0311,o287,o287a	7.22353982925415	335149	336012	864	0	2	1786512	hypothetical protein	
318	1	yahF	b0320,ECK0318,JW0312,o515	7.24193000793457	336002	337549	1548	0	2	1786513	putative acyl-CoA synthetase with NAD(P)-binding domain and succinyl-CoA synthetase domain	
319	1	yahG	b0321,ECK0319,JW0313,o472	7.275269985198975	337549	338967	1419	0	2	1786514	hypothetical protein	
321	1	yahI	b0323,ECK0321,JW0315,o316,o316a	7.314929962158203	339389	340339	951	0	2	1786516	carbamate kinase-like protein	
322	1	yahJ	b0324,ECK0322,JW0316,o460,o460b	7.335619926452637	340349	341731	1383	0	2	1786517	putative deaminase with metallo-dependent hydrolase domain	
323	1	yahK	b0325,ECK0323,JW0317,o349,o349a	7.37352991104126	342108	343157	1050	0	2	1786518	putative oxidoreductase, Zn-dependent and NAD(P)-binding	
324	1	yahL	b0326,ECK0324,JW0318,o271,o271a	7.4013800621032715	343400	344215	816	0	2	1786519	hypothetical protein	
325	1	yahM	b0327,ECK0325,JW5044,o91	7.427849769592285	344628	344873	246	0	2	87081720	hypothetical protein	
326	1	yahN	b0328,ECK0326,f223,JW0320	7.433489799499512	344890	345561	672	1	2	1786522	amino acid exporter for proline, lysine, glutamate, homoserine	
327	1	yahO	b0329,ECK0327,JW0321,o91	7.451129913330078	345708	345983	276	0	2	1786523	periplasmic protein, function unknown, YhcN family	
328	1	prpR	b0330,ECK0328,f528,JW0322,yahP	7.459159851074219	346081	347667	1587	1	2	1786524	propionate catabolism operon regulatory protein	
329	1	prpB	b0331,ECK0329,f148,f148a,JW0323,o296,yahQ	7.498499870300293	347906	348796	891	0	2	1786525	2-methylisocitrate lyase	
331	1	prpC	b0333,ECK0330,JW0324,o389,yahS,yzzD	7.527160167694092	349236	350405	1170	0	2	1786527	2-methylcitrate synthase	
332	1	prpD	acnC,b0334,ECK0331,JW0325,o483,yahT	7.5530900955200195	350439	351890	1452	0	2	1786528	2-methylcitrate dehydratase	
333	1	prpE	b0335,ECK0332,JW0326,o628,yahU	7.585229873657227	351930	353816	1887	0	2	1786529	propionate--CoA ligase	
334	1	codB	b0336,ECK0333,JW0327	7.632989883422852	354146	355405	1260	0	2	1786530	cytosine transporter	
335	1	codA	b0337,ECK0334,JW0328	7.659910202026367	355395	356678	1284	0	2	1786531	cytosine/isoguanine deaminase	
336	1	cynR	b0338,ECK0335,JW5894	7.694829940795898	357015	357914	900	1	2	157672245	transcriptional activator of cyn operon; autorepressor	
337	1	cynT	b0339,ECK0336,JW0330	7.716549873352051	358023	358682	660	0	2	1786534	carbonic anhydrase	
338	1	cynS	b0340,cnt,ECK0337,JW0331	7.7314300537109375	358713	359183	471	0	2	1786535	cyanate aminohydrolase	
339	1	cynX	b0341,ECK0338,JW0332,o384	7.742269992828369	359216	360370	1155	0	2	1786536	putative cyanate transporter	
